ID,Latitude,Longitude
8658,-6.9315708,39.2627114
919,-5.95904711,36.69328201
6035,-10.91989576,39.38172881
6925,-1.94038467,32.85856349
5146,-9.33031317,33.71555106
1169,-3.35037913,37.30188854
3449,-3.36559136,33.53726776
5307,-9.23731241,34.89157655
1354,-9.49385658,34.65333495
393,-10.67473747,35.64183403
558,-9.93089752,39.72115387
1624,-3.90304871,35.81426291
151,-6.83370162,39.24087062
1515,-3.62754058,33.40638784
9233,-2.04015789,33.83592211
5230,-2.74515319,31.88753692
862,-3.67416708,33.4410097
3874,-7.75707127,35.48008133
8078,-7.2557727,31.39929365
3920,-6.17026527,39.22253025
9188,-10.51940931,38.67832566
4551,-8.46032763,32.15847508
2620,-7.68149797,36.03874388
3975,-2.7743338,32.70359252
1209,-1.49823944,33.80838533
3696,-4.79615125,38.29238409
2134,-2.4168124,32.93534714
9410,-7.28900961,38.99792171
8259,-11.04289071,37.43360887
4922,-9.2401144,33.3392101
4934,-4.64239636,38.32172276
5602,-8.29548706,31.52009092
124,-6.88544157,39.15487472
7990,-8.58424757,35.20765615
7735,-2.03701413,33.02725406
8847,-3.54557136,36.98624673
804,-10.28169602,40.19747509
8065,-9.33519347,34.76612567
5901,-11.10779697,39.32546201
2196,-9.2956571,32.75979208
187,-6.8190738,39.23891902
8676,-8.61632576,39.26433887
3656,-3.14734128,32.36980862
6728,-3.34885542,35.78177151
7751,-5.60573615,36.56213198
2448,-1.87536698,33.70180501
1426,-6.22058606,39.23271071
966,-4.6137183,34.94999894
5400,-2.84404439,33.08184245
2666,-7.78092072,35.69345854
2155,-3.28253814,32.87852015
1972,-10.77977942,39.54916804
2123,-8.84422538,34.82567814
7064,-7.11044993,31.1672481
7074,-10.66317936,38.75113804
8424,-8.63565828,31.4297796
4487,-10.85329033,39.27796148
3829,-4.76098716,34.58148382
190,-6.907859,39.16891368
1509,-9.01023669,33.00566594
8971,-1.9593884,35.3481662
1695,-8.9059578,33.46199561
1468,-10.62934442,35.70397749
6145,-5.24108321,32.3378338
2476,-3.35808547,36.68217033
7818,-9.40559508,39.59767219
3421,-6.12111736,38.40738057
9328,-6.85707122,39.281856
2149,-3.42071962,30.74115794
45,-6.79824409,39.24889276
800,-10.66145048,35.6571607
2881,-6.16361129,39.19200013
2324,-7.75096627,35.86473801
9069,-10.78434469,38.62104282
5106,-5.61821773,32.74653101
2839,-8.84722257,34.82323638
9007,-6.15377987,35.73856115
528,-4.21586683,35.73768191
364,-8.69595658,34.37510245
1826,-8.77739677,33.64056205
8094,-7.25199364,31.3957734
2292,-2.59702558,32.91295724
3953,-1.30202403,33.94418538
8297,-6.89787669,39.2830428
3351,-4.77570805,33.23885743
1906,-9.29416408,32.76011677
1314,-10.5510232,39.79038202
4784,-4.36296249,35.07469497
2268,-8.80259681,34.22394153
5930,-9.46324568,33.95387329
3458,-10.84909193,39.69424186
638,-8.86080931,34.00851804
4996,-7.93436739,35.6278811
3626,-6.15644492,39.21356562
1208,-1.49754357,33.81603689
1853,-2.41581483,32.93551543
1454,-10.34493185,40.24871853
148,-6.84497565,39.27956453
9155,-4.26984915,38.05020494
5000,-6.19109467,31.22189671
8828,-1.56820611,30.88957993
7455,-3.25324702,34.21561015
1541,-9.95411008,39.32896618
4376,-5.05285781,33.49013642
6255,-2.40197557,32.33061363
7051,-10.44232974,36.05889648
1653,-2.53515039,32.96039055
5883,-4.06512087,35.287878
5113,-2.75271505,31.88174461
4405,-10.82883369,34.88715401
3924,-2.77698039,32.70353693
6642,-3.87124918,35.65140866
8330,-5.86747215,35.07340002
2550,-4.87336232,38.45562212
2937,-6.18496445,39.20751854
141,-6.79394649,39.25060514
3657,-3.28725739,37.37457776
8445,-9.33152241,33.33314555
2996,-3.35345953,37.56766843
7040,-5.01134334,32.80219587
4660,-2.06047855,35.47690956
8846,-3.54591074,36.98623599
3780,-8.07454891,31.93359156
8155,-5.86640949,35.13522844
3807,-2.76908119,32.69199577
3383,-6.74329579,32.48178859
7547,-8.59099637,35.1509784
717,-4.45559913,33.95443295
934,-8.90599987,33.45582863
1458,-4.60328192,34.65739762
2534,-2.60928014,32.06952484
8102,-1.72366316,33.96093475
2102,-2.63641127,32.276207
6050,-5.18317805,39.79331772
110,-6.81183082,39.24486004
6151,-6.65747231,37.14427667
1629,-5.1255918,38.38524386
4434,-6.12843214,39.21582054
7915,-7.49026552,30.59743845
5285,-3.52560802,35.34401988
316,-8.69675715,34.37410226
6061,-6.66206172,37.13560507
1802,-4.18594431,33.13411497
8761,-11.11299177,38.47258353
9412,-7.14185755,39.07477526
2082,-6.1426296,39.24135098
1637,-4.18818739,33.12339937
181,-6.84478612,39.27936424
7742,-6.17313051,39.22520596
4277,-9.1647253,33.81672376
7527,-6.2128151,34.83488068
1439,-4.46697392,35.6914641
4197,-2.90537229,32.74709935
1828,-4.84930262,34.83936291
1581,-9.01146875,33.0058365
1878,-6.14842407,39.22327488
8408,-2.01801786,33.87929589
4630,-7.69716667,35.62144157
7977,-4.74490019,29.69786834
8955,-11.11272355,38.47243233
7287,-3.30082306,34.20970241
677,-3.38768013,36.67018635
7590,-1.513483333,33.80910833
8656,-6.9315708,39.2627114
7726,-4.54526887,31.96504315
4023,-5.10497032,32.39614252
4684,-4.63834819,38.19302168
6066,-2.3471848,32.29514132
4688,-6.26492575,36.86952162
4942,-4.64297816,38.32027555
8257,-11.03985621,37.18550503
5025,-2.06375248,35.55783901
9181,-6.3010552,33.8464893
6316,-5.6152902,38.27523165
2109,-3.10371833,31.08311552
3892,-9.00006582,34.54952903
2890,-10.18190967,38.94369096
4833,-4.19671195,34.82012815
8256,-11.04075401,37.18215336
219,-6.84930458,39.14634213
8740,-3.07038458,33.35456879
6333,-7.87313813,30.79579202
1719,-2.52324417,32.9633466
2116,-10.12837585,39.13902221
2002,-4.26899287,35.68585912
3532,-5.32225456,34.51866283
8170,-8.76477963,31.84099756
1757,-3.90650787,35.81326419
3792,-2.97975921,34.25997655
8243,-2.37759425,33.58020621
4495,-5.88782787,39.25354988
7746,-4.90785445,29.66219149
1350,-2.63496088,33.97212444
8532,-7.1912438,31.0230858
3965,-2.10328037,31.49477829
106,-6.79246421,39.24096052
9131,-3.55917051,36.98752188
9134,-3.82075436,37.45852171
7188,-8.37036345,31.71733285
5979,-10.95118591,39.02943048
560,-10.28781511,40.11716219
3602,-2.76972569,32.59721338
5013,-9.32794077,33.70485014
1063,-5.13292761,39.09779805
8664,-8.97346102,33.95758911
7627,-7.42924087,31.37628465
3494,-2.53901406,33.19913276
4927,-3.2110815,37.26119281
7100,-7.10650673,31.16539028
682,-10.28663736,40.11660894
8375,-5.87981062,35.12091632
8745,-3.16987238,33.30070343
2750,-5.04113107,34.75543669
249,-2.53412705,32.9334154
3538,-5.32912051,34.51970501
4403,-10.82753216,34.88608082
51,-6.80008942,39.25587238
9274,-6.89734008,39.25251101
1298,-7.78266677,35.71353921
7140,-10.49310594,39.32399928
6651,-9.33685716,34.76602903
6069,-6.85479661,30.52560027
6167,-6.48475253,31.11700089
7377,-10.6924375,39.39622712
7792,-2.64129716,32.78497788
7512,-10.64299737,38.84682819
8395,-3.7395845,37.66097462
4390,-9.20338115,34.56230988
253,-2.51805908,32.91151083
4616,-9.10401988,33.18237257
656,-2.80144328,33.99066817
8624,-9.44254948,33.55591341
8903,-4.35681597,37.82229085
7457,-3.25256551,34.21581578
7727,-4.54506088,31.96525931
796,-3.36665,37.31894578
6344,-1.63072348,31.4444322
1520,-9.9546047,39.3312374
4500,-4.48944833,35.60621038
3837,-2.19564071,31.4453483
7468,-11.1442306,37.51043957
2162,-3.00227934,31.94634938
6555,-1.33544666,30.90514149
5366,-4.18856676,35.02130396
2998,-5.03742624,38.88133178
2436,-3.04413667,31.37515589
8620,-6.34568194,31.06963465
297,-4.82323234,34.75150072
9228,-1.86377073,33.86566712
925,-4.89514514,38.57562744
7079,-1.2084734,31.40702103
7421,-5.6035235,36.56622213
6451,-5.97476711,29.8558862
2213,-3.36690233,36.71639398
3545,-4.19998243,30.49019359
5129,-6.05904296,37.09621341
805,-10.28039768,40.19798672
4257,-3.07907467,32.08482512
474,-6.34188456,31.06501653
8416,-8.89603665,31.69135651
8826,-7.90939012,39.67025028
7054,-6.23990749,39.53002163
9161,-4.26883701,38.05366424
2539,-4.94376761,38.91569094
4000,-10.37810849,39.84105614
9113,-2.77705018,32.70325823
8920,-2.96388908,33.34136673
7395,-5.60583316,36.56220798
9126,-3.82128147,37.45937808
6301,-8.29794105,35.28261623
3951,-3.44341054,37.43350271
1085,-7.97537328,31.62948858
1623,-2.52353798,32.96287743
2046,-7.83894072,35.63901913
4531,-10.86094034,39.28015863
4198,-2.7041969,33.48898559
7345,-2.87092776,33.28539729
6894,-10.56219073,39.17012933
1722,-3.34845771,37.45972362
9152,-11.0779344,38.27428188
9315,-4.9623914,34.94209994
9024,-8.68693457,36.70569744
8858,-3.56436697,36.981236
1759,-3.42285549,30.73986588
6107,-10.89369061,38.98678043
1505,-3.37269987,36.65886685
7558,-7.38040163,31.36433706
2681,-1.09999698,34.01068207
7660,-3.20096297,34.42226654
1494,-7.97989495,31.63732392
7840,-8.82504475,34.95897234
7253,-8.84854135,32.28139491
4441,-5.04609537,33.50275378
3205,-6.18737528,39.21642681
4448,-5.87349655,39.29242091
7642,-5.87508574,39.25421677
7011,-6.20828975,39.38595408
3188,-3.56110445,33.89019596
1037,-10.60394336,35.61389089
9345,-4.91505073,34.9322268
7263,-6.16179331,34.85768851
4209,-9.07789148,34.64863803
5647,-5.76318261,38.70204478
1374,-7.98007421,31.63642835
2755,-6.75196766,38.93443502
4592,-6.48566739,35.94317457
6709,-1.2492613,31.66375809
2603,-9.24949583,32.83672081
6855,-8.9347279,33.34383537
3760,-10.9005635,39.63933033
3016,-2.96186355,34.14980382
8779,-11.26003475,34.79370865
8649,-10.79380808,38.31886634
9429,-7.52048382,39.28717392
1368,-5.23830196,39.77754525
2394,-2.775613,33.79582784
814,-6.13742058,39.2299461
8090,-10.36984939,39.22202423
6219,-3.86417081,32.61096808
5533,-5.9826281,39.28633805
2398,-7.75079037,35.86439729
3867,-5.24615167,39.78143195
7959,-9.34715435,34.26107808
3144,-3.3982567,36.53061889
3809,-2.97961298,34.26951563
1177,-3.82886085,30.63578559
1594,-6.12581581,39.21908934
8930,-7.16685836,30.53541916
4103,-6.15547513,39.21214849
2,-6.78398339,39.23907275
3384,-6.74275359,32.4828697
200,-6.79266758,39.24104556
6237,-9.60132419,33.86540375
6187,-8.95197592,33.2472504
5483,-5.67741518,38.42596582
5902,-10.95117284,39.02942834
1952,-2.41576732,32.93513819
671,-9.17487934,32.86261477
3769,-7.7867178,31.68321256
12,-6.76880221,39.26405277
7453,-3.1968299,37.64921843
1341,-8.89792931,33.45461859
5219,-9.00691627,33.06786191
2869,-8.8397914,34.80556386
8823,-7.11897799,39.20020136
7293,-2.3165226,32.68359959
3882,-9.00113291,32.81152582
532,-4.21669112,35.73719283
893,-7.94528007,31.63928359
1264,-6.17593511,39.24438569
9177,-8.123703333,35.41988333
8352,-4.60708784,34.46569426
7090,-6.9609591,39.33518612
8567,-10.45259034,39.41370685
417,-6.53845003,38.99098686
8350,-4.48128438,34.19434508
6117,-1.23491863,30.94732567
8755,-8.40938256,35.86671721
6266,-6.48597688,31.11694042
3324,-4.577621,30.30197705
8364,-3.74512346,37.66581917
4647,-6.48498319,35.9396049
7838,-7.49088353,30.59588886
5330,-5.95372638,39.26361911
3128,-5.35043282,39.70198644
5763,-1.39600436,34.61866544
1278,-9.49381113,34.65333197
9053,-6.19354766,36.37210779
1123,-10.69411832,39.79462458
8290,-8.56232816,35.33730898
6121,-10.09801643,34.68720648
6763,-8.93452549,33.34370465
2847,-8.35152098,31.83401754
3279,-9.98759706,38.96513558
2930,-2.38679631,33.0974413
1396,-2.85607833,30.54668671
9082,-4.07344199,37.98993946
1004,-5.95281681,36.69148604
4729,-3.42992368,37.29028215
7839,-8.80651286,34.97653982
2475,-4.61062194,35.03751934
8306,-2.37699202,33.58296862
6177,-10.86313849,39.0273079
8927,-7.483167,31.1886637
675,-3.38730819,36.67108307
1223,-5.236976,39.78055734
8396,-2.45652762,33.63985383
7535,-6.20668558,34.83609918
6941,-1.7829369,34.72699171
1818,-6.87165795,38.57174931
7294,-4.2047482,32.3317639
9019,-6.14432233,35.73491203
8265,-10.91792067,38.00300388
7647,-4.51031234,34.17508038
6005,-5.9292991,39.23305559
5780,-4.43152603,34.46535786
7030,-4.35179691,34.43500094
5002,-6.17382447,35.63868799
4946,-5.13615772,34.77292563
2611,-2.55508903,33.05301926
9386,-6.82306714,39.31010674
6485,-1.33337217,30.90686376
6458,-5.08773967,31.84774317
8176,-8.8968281,31.69163011
8594,-8.29701557,34.90484875
2504,-6.34406329,31.08271349
3319,-4.58013448,30.30333675
5243,-9.01237977,33.06852293
7319,-5.34683515,36.43176734
4016,-4.86423507,30.34151737
4196,-6.16179411,39.19224583
9331,-7.5015281,31.43542195
2596,-6.15754665,39.24593387
782,-7.9430481,31.63910122
6884,-8.50902625,35.05529754
2987,-2.50529542,32.00958825
2576,-7.11938933,37.80366999
1296,-10.54991271,39.78831149
8279,-6.88039775,39.25065422
1832,-6.33041005,31.0647317
8507,-4.88724787,29.6395777
6969,-1.1786183,31.42526578
5692,-6.52282744,37.21554076
9240,-2.88023283,37.37064856
6655,-5.0832584,31.8480266
5337,-3.87096745,32.76275042
980,-6.33419394,31.07925116
2563,-10.60621956,39.62229155
5710,-9.21565219,33.07897805
6263,-6.77383675,36.64776269
268,-2.53345247,32.93166034
1067,-5.12847181,39.10187005
3214,-7.99728094,35.51670356
6218,-9.5999838,33.86392212
8862,-2.47921856,32.90873052
3103,-5.24569982,39.76819199
6482,-3.72084914,32.67924265
4563,-4.43502268,30.0259344
689,-9.17483401,32.86467416
3163,-5.246045,39.78137801
296,-2.52542561,32.90297291
2910,-1.23731539,34.23270479
6238,-2.10725295,33.07570371
5347,-1.08950612,31.80645211
1963,-3.36888972,37.32185223
6497,-10.24395864,38.25157736
8643,-8.4969575,35.59040603
9243,-4.87758741,31.58216771
9154,-1.34095042,34.37663824
211,-6.80158415,39.25609743
6565,-8.2821022,35.30936075
2095,-3.32835877,36.63483579
5597,-9.21278703,33.08299365
1830,-6.33149809,31.06613597
2083,-8.92972574,33.51238083
7098,-7.10849667,31.16780022
8134,-8.27895244,36.16307724
727,-2.8026179,33.99149507
251,-2.51835783,32.91259294
1182,-2.54359886,32.97677956
1326,-3.36734938,36.68591192
306,-3.35181089,37.34883879
4804,-5.24626711,39.78130514
4427,-7.94871957,35.78571394
7323,-9.33673156,34.76599755
88,-6.85826375,39.23409839
3693,-3.37442925,35.85421592
7458,-4.0548622,32.2425214
7165,-6.2417265,39.52942008
6685,-5.08542807,31.8466164
828,-9.17445188,32.86430025
8716,-6.85287982,39.25271507
377,-2.53364171,32.93235387
9052,-6.16775092,35.89134876
6501,-10.244265,38.252655
2428,-2.77540106,33.7957137
4333,-6.00263759,37.74761267
1701,-10.69791682,35.80059476
5601,-8.29688495,31.51605986
1114,-2.68138879,30.57979373
7524,-6.16083374,34.84364831
4508,-8.8484316,34.82376479
2560,-9.25321193,32.83682333
2644,-8.54336613,34.44228444
5683,-3.3829672,35.50345105
9260,-6.41000134,35.10642564
9025,-8.68784496,36.70755481
8696,-2.50287784,33.55026719
6888,-2.46295318,32.38393955
5204,-5.96836044,39.1961039
8844,-4.80129305,32.4305851
8605,-2.50691529,33.5462459
6359,-5.44089624,37.76880523
4163,-1.65080687,31.70747534
5958,-8.88302653,33.29293258
2060,-6.58663261,36.08064332
7000,-9.08348006,33.56218862
5277,-2.66954298,32.98413476
4713,-6.4843023,35.93891991
3332,-5.95469665,35.96853343
4274,-4.76089448,34.20092356
4168,-7.82702156,33.35098808
6553,-1.33595176,30.90493275
7469,-11.14455462,37.51214093
7089,-6.95155898,39.33050884
320,-10.67272851,35.64100234
4211,-9.08371082,34.6534365
6847,-7.49695115,31.03376547
4973,-2.74836403,31.62747449
2725,-3.35898094,36.66100006
7489,-4.88163468,29.64783829
9265,-6.89659107,39.25345484
8577,-6.94859114,39.23187993
6733,-3.34226538,35.7873348
2449,-1.87611477,33.70148707
5940,-1.43803455,34.58890431
2107,-6.0414854,39.23010431
2226,-4.14682603,32.88942197
5830,-7.04547951,39.03073225
8673,-2.49993796,33.54656255
4896,-4.43894735,30.03459077
709,-9.17439849,32.86383582
6309,-5.69360009,34.49530535
5419,-8.20269778,35.99768151
7300,-7.4970404,31.0324462
4051,-6.73416308,38.8489392
84,-6.78453671,39.01630893
5768,-8.22154557,35.46091856
3301,-11.03404952,35.12097144
2325,-4.57591783,30.09258605
5107,-4.45405836,29.81092981
8348,-4.48206169,34.19564412
2659,-10.20338377,40.03890443
7501,-9.3380544,34.56067462
7440,-7.9553701,36.86373894
3869,-7.8680465,35.40622894
9361,-6.87369537,39.17482282
4543,-2.58907641,32.64505715
4243,-3.21737488,36.86660852
5755,-3.75165236,32.85322376
9376,-4.50234691,34.16540755
9301,-6.85645033,39.2818958
3461,-10.84771176,39.69935179
6652,-1.57129281,30.88618452
8697,-6.93102187,39.26419557
1304,-10.34492171,40.24878821
1644,-4.19316927,33.13199358
7992,-8.41075301,35.36654286
70,-6.67831068,39.20478958
4624,-9.27036916,33.36343857
630,-10.28170688,40.19750095
1640,-10.7938254,39.59612829
6957,-7.21600142,38.79323983
2289,-8.80240742,34.22164304
4306,-8.90505978,32.96149192
9032,-7.99912689,35.85234612
2652,-4.48268306,30.16062437
8933,-7.0415715,30.56128871
3146,-2.71109331,32.72457468
7111,-1.97594183,32.9138766
5535,-2.39779743,32.06342425
8325,-8.20347168,36.69362851
1897,-5.24635037,39.78140972
2488,-8.87975985,34.82585171
3984,-4.74003139,38.3502145
2751,-4.48291116,30.16141864
3683,-8.90657871,34.67260252
7653,-2.64062799,32.78333766
2554,-6.74411248,38.93100558
7252,-8.84840953,32.28135968
5224,-8.20521541,35.99777734
4167,-7.83343409,33.35174438
1552,-5.12277489,38.38480564
4915,-5.13482658,34.77145004
2577,-2.60838289,32.06985279
8829,-1.56796519,30.88282859
3353,-6.37563484,38.35002253
2493,-8.87528246,34.82418936
9163,-10.83492549,38.65013345
3224,-1.23350272,34.2259216
63,-6.79830437,39.24893874
4680,-4.67756047,38.46839005
2463,-6.34504337,31.08317077
107,-6.79264511,39.24001194
4425,-9.24699178,34.77572879
7711,-8.08819571,36.68237448
5600,-8.29604122,31.51166677
2256,-10.91951995,35.27903222
9448,-7.59676496,39.22961104
9304,-6.6745487,39.17873647
5275,-3.52294654,35.34587719
8323,-8.26212184,35.30208856
1649,-7.64711817,35.75620387
8637,-6.88325273,39.25321325
8233,-10.9113029,38.29749824
3731,-11.0478066,34.76365157
6613,-6.13511549,39.32388632
2294,-7.74081414,35.87432376
3277,-9.98811831,38.96451682
6157,-5.24929526,32.34454248
4974,-6.16270599,35.63958571
158,-6.84480183,39.27960708
2077,-5.1258421,38.38465646
1280,-4.55151538,34.84323846
2399,-7.75974337,35.85599854
3676,-8.3863318,33.23017286
3381,-6.74376453,32.48059876
7118,-3.62804301,34.26936834
2604,-9.24963788,32.83647907
6541,-5.55302052,37.33960351
1978,-10.12854531,39.13890922
173,-6.79400351,39.2504417
2857,-7.68101995,31.56044658
7083,-1.79487648,34.72725642
2764,-5.02482208,34.76461167
6800,-10.19675021,38.56411476
1022,-3.34707538,37.30239733
2769,-3.49388531,36.81844241
3343,-3.36069441,37.02810759
8347,-10.40736839,39.1658539
2310,-10.36123187,40.10445275
7028,-5.10235793,39.80806763
4402,-11.01496596,34.88005812
5110,-2.75313624,31.65280253
2921,-10.18076743,38.94161201
4245,-3.21550764,36.86083374
1238,-7.75186174,35.68171761
290,-3.37647872,36.67655788
450,-6.07945744,36.64711002
3216,-7.86761175,35.40622795
7566,-5.92676471,39.22104846
7157,-9.63944004,34.57477594
6304,-8.63067417,33.14907746
5423,-8.10392399,35.90298106
362,-8.69609444,34.37365962
4720,-4.35932214,35.07495036
6845,-6.20787109,39.38607565
8910,-4.35736219,37.82197113
1118,-4.62446892,34.94520473
8081,-3.03087703,33.25053664
4621,-2.59978145,33.42121836
2364,-10.3477715,40.08526921
3415,-3.74355705,33.83469502
7505,-1.84051226,31.14020808
98,-6.76834807,39.26735311
6264,-6.77428669,36.64686765
7131,-8.43374346,31.65853146
373,-4.82523797,34.75311879
5864,-10.20308685,38.61947563
6425,-1.64316088,31.43035706
3417,-7.48182759,35.9768289
3367,-3.74161791,33.83798186
4315,-8.90209108,32.96400176
2197,-4.73432464,34.9238114
8480,-4.87427501,36.79099508
2826,-2.98715637,34.19036472
6816,-4.1862061,34.24277362
3737,-10.93960654,34.99762607
4762,-3.430437,37.29051739
3606,-8.96502775,32.89907508
1055,-4.87615131,34.63017409
9322,-4.01372684,34.51307123
1799,-4.91641843,34.67374641
6132,-1.35699445,31.63397865
7166,-6.24211896,39.53024609
5632,-9.3368081,34.765953
6807,-6.14932139,39.51664329
1158,-5.1321682,39.09657202
6449,-5.60858377,38.27904308
4897,-4.36087213,29.96591111
5130,-6.05413731,37.08920319
7475,-1.69428098,34.29524408
4205,-4.48936237,35.60642353
4836,-8.30353306,32.32578209
8800,-2.82409569,33.56846794
3073,-3.36260483,36.48345518
6965,-10.66554822,38.75008616
2527,-4.94411934,38.91484217
7077,-1.17699379,31.42241604
2552,-7.29147534,36.06157682
4529,-10.85775658,39.27922072
6983,-8.45230062,35.17380691
4055,-4.12095991,34.8355377
7181,-3.63012237,34.29559821
902,-10.1077875,39.6215274
4350,-8.25251796,31.98803389
2740,-6.75896793,36.4702931
7621,-1.51254777,33.80891788
4878,-4.43207368,30.02836181
7518,-4.98415507,39.83426827
7122,-3.10210068,37.59076962
4199,-2.69843087,33.48642409
4602,-3.2141053,31.78428674
2013,-4.99091693,39.07661416
5213,-7.79748864,35.77105143
4848,-3.65803131,32.23175374
8876,-2.01721782,33.465023
2895,-10.68353378,39.59331266
28,-6.80749417,39.23123372
3964,-5.19249046,38.76435064
3706,-4.20082564,30.49374434
7762,-5.69599069,36.63141641
7504,-4.64192249,34.18432279
7280,-4.20023521,32.32571886
7849,-4.6833791,35.95497895
5971,-10.92193825,39.38392303
5291,-9.011527,33.06948196
8777,-5.22623938,35.1787599
3485,-3.36580758,33.53941932
7966,-7.25204678,31.39579304
2888,-9.16936581,33.54173989
3640,-5.18199071,38.79146583
9136,-3.82268415,37.46291353
1409,-3.37327505,36.65844271
4480,-3.03082846,33.92735649
4084,-9.0052422,34.5491281
8505,-4.88724787,29.6395777
7184,-4.54530323,31.96517634
7835,-3.04238574,35.48198946
583,-2.48576337,32.92275819
1189,-3.8303788,30.63566558
2636,-2.66360441,32.64075527
3868,-8.01157475,35.49810857
5635,-9.33696867,34.76622556
1611,-2.63528497,31.31248772
7418,-11.14332643,37.51214611
6650,-9.33679131,34.7659987
6327,-7.87294518,30.79661433
4284,-3.08259322,32.08668947
9296,-6.76714008,39.11741627
6030,-10.92387162,39.38217998
5068,-5.9674919,39.19699046
2479,-4.61710027,35.03142987
7718,-8.35967471,32.29617128
997,-5.13190431,39.0990229
8069,-10.61761733,38.81132066
1554,-6.21817694,36.35918554
559,-9.93089752,39.72115387
2757,-6.7353678,38.84879834
3665,-3.15610519,32.37273102
505,-7.78098022,35.6926022
2464,-7.982354,31.53769198
2239,-5.24662076,39.76660014
3663,-5.17983174,38.790178
8893,-8.98022375,36.75909493
3204,-10.85782785,39.78016811
694,-2.49710832,32.90593969
4754,-1.32596209,31.82265731
6090,-8.25335389,31.36132334
4828,-9.30550146,33.62544027
5616,-3.75214706,32.85004276
4025,-5.10415329,32.39617217
1425,-2.54616383,32.95737052
4105,-10.37872282,39.84088263
5764,-4.11227155,35.15863948
5716,-3.38993778,36.76768278
2383,-10.17102262,39.85874741
7281,-7.49675366,31.03255072
1403,-3.40076778,37.35743607
6966,-10.66749895,38.74774767
4544,-6.26334607,36.8689411
1253,-4.55020918,34.84322296
4356,-3.28763817,32.22239077
7427,-8.3168591,35.55160681
9071,-10.79787932,38.65343375
475,-7.73037315,35.71967517
7859,-1.50712794,33.78789494
8804,-8.40945,35.86655167
5849,-5.0605544,39.73325365
9129,-3.82236731,37.46240495
370,-2.52993744,32.94447401
3436,-7.48222299,35.96892564
958,-5.07313957,38.45362639
5229,-6.75087462,30.41145223
3455,-8.78150969,34.6449197
5460,-9.40877175,33.91602259
3555,-6.14885578,39.21398932
7753,-5.68719315,36.62851486
2889,-3.61856462,33.81541556
6945,-1.79211509,34.73467906
3454,-8.57271466,33.45564454
7869,-1.50644727,33.78902116
763,-4.83447399,34.7508241
4431,-7.93324741,35.78295658
4287,-9.17071675,33.82010603
5934,-5.92677777,39.2230486
7847,-3.05362262,34.34202567
6468,-1.32937474,31.80872221
2481,-4.62753117,35.02775855
5252,-1.37290131,34.43385866
8839,-10.68374196,38.87933772
5817,-1.46474074,31.73767633
5804,-5.4029192,38.61263798
1255,-1.4054043,33.70625106
6486,-8.93664329,33.34546068
6926,-4.62586823,35.75762001
5077,-10.41647749,38.80635527
